category,country,gender,h2h_player1_wins,h2h_player2_wins,match_id,match_url,odds1_avg,odds2_avg,player1,player2,prize_money,round,round_name,seed1,seed2,source_url,start_raw,status,surface,tour,tournament,year
grand_slam,France,men,0,0,3215537,https://www.tennisexplorer.com/match-detail/?id=3215537,2.21,1.66,Cina,De Jong,"61,723,000 €",2R,2R,,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"today , 11:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,1,0,3214367,https://www.tennisexplorer.com/match-detail/?id=3214367,2.15,1.7,Davidovich Fokina,Tirante,"61,723,000 €",2R,2R,21,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"today , 11:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,1,0,3214361,https://www.tennisexplorer.com/match-detail/?id=3214361,1.26,3.88,Khachanov,Trungelliti,"61,723,000 €",2R,2R,13,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"today , 11:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,0,1,3216255,https://www.tennisexplorer.com/match-detail/?id=3216255,3.88,1.26,Ugo Carabelli,Rublev,"61,723,000 €",2R,2R,,11,https://www.tennisexplorer.com/french-open/2026/atp-men/,"today , 12:30",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,0,0,3215541,https://www.tennisexplorer.com/match-detail/?id=3215541,2.01,1.79,Navone,Mensik,"61,723,000 €",2R,2R,,26,https://www.tennisexplorer.com/french-open/2026/atp-men/,"today , 13:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,0,0,3215553,https://www.tennisexplorer.com/match-detail/?id=3215553,3.19,1.35,Kokkinakis,Carreno-Busta,"61,723,000 €",2R,2R,,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"today , 14:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,0,0,3215491,https://www.tennisexplorer.com/match-detail/?id=3215491,15.1,1.02,Duckworth,Jodar,"61,723,000 €",2R,2R,,27,https://www.tennisexplorer.com/french-open/2026/atp-men/,"today , 14:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,1,2,3214583,https://www.tennisexplorer.com/match-detail/?id=3214583,2.44,1.55,Borges,Kecmanovic,"61,723,000 €",2R,2R,,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"today , 14:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,1,1,3215555,https://www.tennisexplorer.com/match-detail/?id=3215555,1.65,2.23,Humbert,Halys,"61,723,000 €",2R,2R,32,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"today , 14:30",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,0,0,3214939,https://www.tennisexplorer.com/match-detail/?id=3214939,1.85,1.94,Fonseca,Prizmic,"61,723,000 €",2R,2R,28,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"today , 14:30",upcoming,clay,atp-men,French Open,2026
