category,country,gender,h2h_player1_wins,h2h_player2_wins,match_id,match_url,odds1_avg,odds2_avg,player1,player2,prize_money,round,round_name,seed1,seed2,source_url,start_raw,status,surface,tour,tournament,year
masters_1000,Italy,men,0,0,3199554,https://www.tennisexplorer.com/match-detail/?id=3199554,2.56,1.5,Khachanov,Prizmic,"8,235,540 €",R16,R16,13,,https://www.tennisexplorer.com/rome/2026/atp-men/,"today , 11:00",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,1,2,3199552,https://www.tennisexplorer.com/match-detail/?id=3199552,2.54,1.51,Musetti,Ruud,"8,235,540 €",R16,R16,8,23,https://www.tennisexplorer.com/rome/2026/atp-men/,"today , 11:00",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,1,0,3199588,https://www.tennisexplorer.com/match-detail/?id=3199588,1.26,3.88,Jodar,Tien,"8,235,540 €",R16,R16,32,19,https://www.tennisexplorer.com/rome/2026/atp-men/,"today , 12:30",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,0,1,3199556,https://www.tennisexplorer.com/match-detail/?id=3199556,4.58,1.2,Darderi,Zverev,"8,235,540 €",R16,R16,18,2,https://www.tennisexplorer.com/rome/2026/atp-men/,"today , 14:00",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,1,0,3201182,https://www.tennisexplorer.com/match-detail/?id=3201182,1.01,20.88,Sinner,Pellegrino,"8,235,540 €",R16,R16,1,,https://www.tennisexplorer.com/rome/2026/atp-men/,"today , 15:00",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,4,3,3200498,https://www.tennisexplorer.com/match-detail/?id=3200498,1.3,3.54,Rublev,Basilashvili,"8,235,540 €",R16,R16,12,,https://www.tennisexplorer.com/rome/2026/atp-men/,"today , 15:30",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,1,0,3201184,https://www.tennisexplorer.com/match-detail/?id=3201184,1.57,2.39,Medjedovic,Landaluce,"8,235,540 €",R16,R16,,,https://www.tennisexplorer.com/rome/2026/atp-men/,"today , 17:00",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,0,0,3201424,https://www.tennisexplorer.com/match-detail/?id=3201424,2.31,1.6,Tirante,Medvedev,"8,235,540 €",R16,R16,,7,https://www.tennisexplorer.com/rome/2026/atp-men/,"today , 20:30",upcoming,clay,atp-men,Rome,2026
