match_id,player1,player2,winner,result_date,start_raw,score,sets_player1,sets_player2,odds1_avg,odds2_avg,retired,source_url
3211713,Mpetshi Perricard,Djokovic,Djokovic,2026-05-24,"24.05., 20:15","Djokovic def. Mpetshi Perricard 5-7, 7-5, 6-1, 6-4",1,3,6.47,1.12,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-24
3212433,De Minaur,Samuel,De Minaur,2026-05-25,"25.05., 11:00","De Minaur def. Samuel 6-4, 6-4, 6-2",3,0,1.08,8.1,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3212423,Rinderknech,Rodionov,Rinderknech,2026-05-25,"25.05., 11:00","Rinderknech def. Rodionov 7-6(7-5), 6-2, 6-3",3,0,1.35,3.22,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211753,Van Assche,Gaubas,Van Assche,2026-05-25,"25.05., 11:00","Van Assche def. Gaubas 6-4, 6-2, 2-6, 7-5",3,1,1.79,2.01,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211731,Fucsovics,Berrettini,Berrettini,2026-05-25,"25.05., 11:00","Berrettini def. Fucsovics 6-7(2-7), 7-5, 6-1, 6-2",1,3,2.58,1.5,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211697,Carreno-Busta,Lehecka,Carreno-Busta,2026-05-25,"25.05., 11:00","Carreno-Busta def. Lehecka 6-3, 7-6(7-3), 6-3",3,0,4.03,1.24,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211691,Shevchenko,Michelsen,Michelsen,2026-05-25,"25.05., 11:00","Michelsen def. Shevchenko 6-2, 6-4, 6-2",0,3,2.27,1.63,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3213119,Wawrinka,De Jong,De Jong,2026-05-25,"25.05., 12:30","De Jong def. Wawrinka 6-3, 3-6, 6-3, 6-4",1,3,2.43,1.56,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211755,Bautista-Agut,Nakashima,Nakashima,2026-05-25,"25.05., 12:30","Nakashima def. Bautista-Agut 6-2, 7-5, 6-2",0,3,3.86,1.26,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211741,Spizzirri,Tiafoe,Tiafoe,2026-05-25,"25.05., 12:30","Tiafoe def. Spizzirri 6-3, 6-7(5-7), 6-4, 6-3",1,3,8.65,1.07,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211739,Munar,Hurkacz,Hurkacz,2026-05-25,"25.05., 13:00","Hurkacz def. Munar 6-3, 6-3, 2-6, 6-3",1,3,2.07,1.75,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211719,Kokkinakis,Atmane,Kokkinakis,2026-05-25,"25.05., 13:00","Kokkinakis def. Atmane 6-7(5-7), 6-2, 4-6, 6-3, 7-5",3,2,3.43,1.31,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211717,Kovacevic,Jodar,Jodar,2026-05-25,"25.05., 13:00","Jodar def. Kovacevic 6-1, 6-0, 6-4",0,3,7.2,1.1,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3212439,Ruud,Safiullin,Ruud,2026-05-25,"25.05., 14:00","Ruud def. Safiullin 6-2, 7-6(7-5), 5-7, 0-6, 6-2",3,2,1.13,6.06,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3212437,Nava,Ugo Carabelli,Ugo Carabelli,2026-05-25,"25.05., 14:00","Ugo Carabelli def. Nava 7-6(12-10), 6-3, 6-3",0,3,1.87,1.91,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211681,Navone,Brooksby,Navone,2026-05-25,"25.05., 14:00","Navone def. Brooksby 6-4, 6-4, 6-4",3,0,1.16,5.23,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211709,Buse,Rublev,Rublev,2026-05-25,"25.05., 14:30","Rublev def. Buse 6-3, 6-7(6-8), 6-3, 7-5",1,3,3.0,1.39,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211689,Hijikata,Paul,Paul,2026-05-25,"25.05., 14:30","Paul def. Hijikata 4-6, 6-3, 7-5, 6-4",1,3,11.4,1.04,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211703,Humbert,Mannarino,Humbert,2026-05-25,"25.05., 15:00","Humbert def. Mannarino 6-3, 6-4, 6-3",3,0,1.14,5.68,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3212429,Cobolli,Pellegrino,Cobolli,2026-05-25,"25.05., 16:00","Cobolli def. Pellegrino 6-4, 7-6(7-4), 6-3",3,0,1.34,3.23,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211767,Cerundolo,Van De Zandschulp,Cerundolo,2026-05-25,"25.05., 16:00","Cerundolo def. Van De Zandschulp 6-3, 6-4, 6-7(7-9), 6-4",3,1,1.16,5.28,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211763,Wu,Giron,Wu,2026-05-25,"25.05., 16:00","Wu def. Giron 7-5, 6-2, 6-4",3,0,2.07,1.75,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211749,Merida Aguilar,Shelton,Shelton,2026-05-25,"25.05., 16:00","Shelton def. Merida Aguilar 6-3, 6-3, 6-4",0,3,3.78,1.27,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211747,Collignon,Vukic,Collignon,2026-05-25,"25.05., 16:00","Collignon def. Vukic 6-3, 6-3, 7-6(7-4)",3,0,1.07,8.96,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-25
3211769,Gaston,Monfils,Gaston,2026-05-25,"25.05., 20:15","Gaston def. Monfils 6-2, 6-3, 3-6, 2-6, 6-0",3,2,1.91,1.88,false,https://www.tennismajors.com/roland-garros-news/monfils-ends-his-roland-garros-career-in-a-five-set-loss-to-gaston-retiring-at-home-where-it-all-began-851509.html
3211745,Muller,Tsitsipas,Tsitsipas,2026-05-26,"tomorrow , 13:30","Tsitsipas def. Muller 6-2, 3-0",0,2,5.34,1.15,true,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3211725,Sinner,Tabur,Sinner,2026-05-26,"tomorrow , 20:15","Sinner def. Tabur 6-1, 6-3, 6-4",3,0,1.0,28.5,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3211773,Walton,Medvedev,Walton,2026-05-26,"tomorrow , 11:00","Walton def. Medvedev 6-2, 1-6, 6-1, 1-6, 6-4",3,2,12.92,1.03,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3211707,Auger Aliassime,Altmaier,Auger Aliassime,2026-05-26,"tomorrow , 16:00","Auger Aliassime def. Altmaier 4-6, 6-4, 4-6, 6-1, 7-6",3,2,1.29,3.59,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3211759,Cilic,Kouame,Kouame,2026-05-26,"tomorrow , 11:00","Kouame def. Cilic 7-6, 6-2, 6-1",0,3,1.32,3.41,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3211729,Kopriva,Moutet,Kopriva,2026-05-26,"tomorrow , 13:00","Kopriva def. Moutet 6-3, 5-7, 6-4, 3-6, 6-3",3,2,2.46,1.54,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3212431,Diaz Acosta,Zhang,Diaz Acosta,2026-05-26,"tomorrow , 12:30","Diaz Acosta def. Zhang 6-1, 6-4, 6-3",3,0,1.43,2.78,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3211765,Garin,Tien,Tien,2026-05-26,"tomorrow , 14:00","Tien def. Garin 6-0, 2-6, 6-0, 6-2",1,3,2.36,1.58,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3212425,Faria,Shapovalov,Faria,2026-05-26,"tomorrow , 16:00","Faria def. Shapovalov 6-4, 7-5, 6-4",3,0,1.63,2.26,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3211743,Griekspoor,Arnaldi,Arnaldi,2026-05-26,"tomorrow , 11:00","Arnaldi def. Griekspoor 6-7, 6-3, 7-6, 6-3",1,3,2.08,1.74,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3211735,Ofner,Darderi,Darderi,2026-05-26,"tomorrow , 16:00","Darderi def. Ofner 7-6, 6-2, 6-3",0,3,3.36,1.32,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3211761,Tabilo,Majchrzak,Tabilo,2026-05-26,"tomorrow , 11:00","Tabilo def. Majchrzak 6-1, 6-3, 6-4",3,0,1.23,4.15,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3211727,Fearnley,Cerundolo,Cerundolo,2026-05-26,"tomorrow , 16:00","Cerundolo def. Fearnley 6-2, 7-6, 7-6",0,3,4.14,1.23,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3212421,Landaluce,Prado Angelo,Landaluce,2026-05-26,"tomorrow , 12:30","Landaluce def. Prado Angelo 6-3, 4-6, 6-2, 6-7, 6-4",3,2,1.35,3.16,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3211751,Baez,Burruchaga,Burruchaga,2026-05-26,"tomorrow , 14:00","Burruchaga def. Baez 2-6, 7-5, 6-2, 2-0",1,3,1.71,2.13,true,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3211733,Quinn,Comesana,Comesana,2026-05-26,"tomorrow , 16:00","Comesana def. Quinn 6-4, 7-6, 7-6",0,3,2.17,1.68,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3211771,Popyrin,Svajda,Svajda,2026-05-26,"tomorrow , 11:00","Svajda def. Popyrin 3-6, 6-3, 7-6, 7-5",1,3,1.1,6.91,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3211757,Norrie,Vallejo,Vallejo,2026-05-26,"tomorrow , 13:00","Vallejo def. Norrie 7-6, 2-0",0,2,1.95,1.83,true,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3212427,Faurel,Vacherot,Vacherot,2026-05-26,"tomorrow , 12:30","Vacherot def. Faurel 6-3, 6-4, 3-6, 7-6",1,3,6.19,1.12,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
3211737,Bublik,Struff,Struff,2026-05-26,"tomorrow , 14:30","Struff def. Bublik 7-5, 6-7, 6-4, 7-5",1,3,1.27,3.73,false,https://www.bbc.co.uk/sport/tennis/french-open/mens-singles/scores-and-schedule/2026-05-26
