category,country,gender,h2h_player1_wins,h2h_player2_wins,match_id,match_url,odds1_avg,odds2_avg,player1,player2,prize_money,round,round_name,seed1,seed2,source_url,start_raw,status,surface,tour,tournament,year
grand_slam,France,men,0,0,3211757,https://www.tennisexplorer.com/match-detail/?id=3211757,1.95,1.83,Norrie,Vallejo,"61,723,000 €",1R,1R,20,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"tomorrow , 13:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,2,0,3211751,https://www.tennisexplorer.com/match-detail/?id=3211751,1.71,2.13,Baez,Burruchaga,"61,723,000 €",1R,1R,,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"tomorrow , 14:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,0,3,3211745,https://www.tennisexplorer.com/match-detail/?id=3211745,5.34,1.15,Muller,Tsitsipas,"61,723,000 €",1R,1R,,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"tomorrow , 13:30",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,0,0,3211743,https://www.tennisexplorer.com/match-detail/?id=3211743,2.08,1.74,Griekspoor,Arnaldi,"61,723,000 €",1R,1R,29,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"tomorrow , 11:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,3,5,3211737,https://www.tennisexplorer.com/match-detail/?id=3211737,1.27,3.73,Bublik,Struff,"61,723,000 €",1R,1R,9,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"tomorrow , 14:30",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,1,1,3211735,https://www.tennisexplorer.com/match-detail/?id=3211735,3.36,1.32,Ofner,Darderi,"61,723,000 €",1R,1R,,14,https://www.tennisexplorer.com/french-open/2026/atp-men/,"tomorrow , 16:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,0,1,3211733,https://www.tennisexplorer.com/match-detail/?id=3211733,2.17,1.68,Quinn,Comesana,"61,723,000 €",1R,1R,,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"tomorrow , 16:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,0,0,3211729,https://www.tennisexplorer.com/match-detail/?id=3211729,2.46,1.54,Kopriva,Moutet,"61,723,000 €",1R,1R,,30,https://www.tennisexplorer.com/french-open/2026/atp-men/,"tomorrow , 13:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,0,0,3211727,https://www.tennisexplorer.com/match-detail/?id=3211727,4.14,1.23,Fearnley,Cerundolo,"61,723,000 €",1R,1R,,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"tomorrow , 16:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,0,0,3211725,https://www.tennisexplorer.com/match-detail/?id=3211725,1.0,28.5,Sinner,Tabur,"61,723,000 €",1R,1R,1,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"tomorrow , 20:15",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,2,2,3211707,https://www.tennisexplorer.com/match-detail/?id=3211707,1.29,3.59,Auger Aliassime,Altmaier,"61,723,000 €",1R,1R,4,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"tomorrow , 16:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,0,0,3214941,https://www.tennisexplorer.com/match-detail/?id=3214941,7.64,1.08,Royer,Djokovic,"61,723,000 €",2R,2R,,3,https://www.tennisexplorer.com/french-open/2026/atp-men/,"27.05., 11:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,0,0,3214939,https://www.tennisexplorer.com/match-detail/?id=3214939,1.55,2.29,Fonseca,Prizmic,"61,723,000 €",2R,2R,28,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"27.05., 11:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,1,2,3214583,https://www.tennisexplorer.com/match-detail/?id=3214583,2.14,1.63,Borges,Kecmanovic,"61,723,000 €",2R,2R,,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"27.05., 11:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,0,1,3214573,https://www.tennisexplorer.com/match-detail/?id=3214573,5.16,1.16,Machac,Zverev,"61,723,000 €",2R,2R,,2,https://www.tennisexplorer.com/french-open/2026/atp-men/,"27.05., 11:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,1,0,3214367,https://www.tennisexplorer.com/match-detail/?id=3214367,1.93,1.84,Davidovich Fokina,Tirante,"61,723,000 €",2R,2R,21,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"27.05., 11:00",upcoming,clay,atp-men,French Open,2026
grand_slam,France,men,1,0,3214361,https://www.tennisexplorer.com/match-detail/?id=3214361,1.29,3.6,Khachanov,Trungelliti,"61,723,000 €",2R,2R,13,,https://www.tennisexplorer.com/french-open/2026/atp-men/,"27.05., 11:00",upcoming,clay,atp-men,French Open,2026
