h2h_player1_wins,h2h_player2_wins,homeaway_avg_odds1,homeaway_avg_odds2,market_odds_check,match_id,match_url,player1,player2,set_odds_handicap_player1,set_odds_handicap_player2,set_odds_player1_wins_2_0,set_odds_player1_wins_set,set_odds_player2_wins_2_0,set_odds_player2_wins_set,set_odds_table_player1_minus_1_5,set_odds_table_player1_plus_1_5,set_odds_table_player2_minus_1_5,set_odds_table_player2_plus_1_5,set_odds_validation,source_lines_sample,title
0,1,2.33,1.6,ok,3197564,https://www.tennisexplorer.com/match-detail/?id=3197564,Tirante,Norrie,Tirante Thiago Agustin,Norrie Cameron,3.88,1.51,2.42,1.23,3.78,1.51,1.23,2.41,selected_below_moneyline,"[""Tennis Explorer - Match detail"", ""New registration"", ""|"", ""Lost password"", ""TennisExplorer"", ""LIVE Scores"", ""09.05. 07:41,"", ""GMT+1"", ""Home page"", ""Today's matches"", ""Rankings"", ""Players"", ""LIVE Scores"", ""Results"", ""Tours calendar"", ""Tennis news"", ""Official webs"", ""Basel"", ""Vienna"", ""WTA Elite Trophy"", ""TennisExplorer"", ""on Facebook"", ""Tirante - Norrie"", ""Today"", "", 11:00,"", ""Rome"", "", 2. round, clay"", ""Tirante Thiago Agustin"", ""Norrie Cameron"", ""69."", ""Singles ranking"", ""19."", ""10. 4. 2001"", ""Birthdate"", ""23. 8. 1995"", ""185 cm"", ""Height"", ""188 cm"", ""78 kg"", ""Weight"", ""82 kg"", ""right"", ""Plays"", ""left"", ""-"", ""Turned pro"", ""-"", ""Live streams"", ""bet365"", "","", ""Unibet"", "","", ""1xBet"", "","", ""bwin"", ""W/L - 2026"", ""Career - Tirante"", ""Career - Norrie"", ""Surface"", ""Tirante Thiago Agustin"", ""Norrie Cameron"", ""Indoors"", ""-"", ""1/1"", ""Clay"", ""9/4"", ""5/3"", ""Grass"", ""-"", ""-"", ""Hard"", ""7/6"", ""7/6"", ""Not set"", ""-"", ""-"", ""Year"", ""Summary"", ""Clay"", ""Hard"", ""Indoors"", ""Grass"", ""Not set"", ""Summary:"", ""285/206"", ""204/150"", ""69/43"", ""8/7"", ""3/5"", ""1/1"", ""2026"", ""17/11"", ""9/4"", ""7/6"", ""-"", ""-"", ""1/1"", ""2025"", ""51/33"", ""36/22"", ""14/7"", ""1/3"", ""0/1"", ""-"", ""2024"", ""36/32"", ""27/24"", ""1/3"", ""7/4"", ""1/1"", ""-"", ""2023"", ""43/31"", ""29/19"", ""13/10"", ""-"", ""1/2"", ""-"", ""2022"", ""28/31""]",Tirante - Norrie
0,2,2.25,1.63,ok,3197520,https://www.tennisexplorer.com/match-detail/?id=3197520,Machac,Medvedev,Machac Tomas,Medvedev Daniil,3.67,1.48,2.49,1.25,3.6,1.48,1.25,2.47,selected_below_moneyline,"[""Tennis Explorer - Match detail"", ""New registration"", ""|"", ""Lost password"", ""TennisExplorer"", ""LIVE Scores"", ""09.05. 07:41,"", ""GMT+1"", ""Home page"", ""Today's matches"", ""Rankings"", ""Players"", ""LIVE Scores"", ""Results"", ""Tours calendar"", ""Tennis news"", ""Official webs"", ""Basel"", ""Vienna"", ""WTA Elite Trophy"", ""TennisExplorer"", ""on Facebook"", ""Machac - Medvedev"", ""Today"", "", 11:00,"", ""Rome"", "", 2. round, clay"", ""Machac Tomas"", ""Medvedev Daniil"", ""41."", ""Singles ranking"", ""9."", ""13. 10. 2000"", ""Birthdate"", ""11. 2. 1996"", ""183 cm"", ""Height"", ""198 cm"", ""73 kg"", ""Weight"", ""83 kg"", ""right"", ""Plays"", ""right"", ""-"", ""Turned pro"", ""-"", ""Live streams"", ""TV"", ""bet365"", "","", ""Unibet"", "","", ""1xBet"", "","", ""bwin"", ""Sky Sports Tennis (Gbr/Irl), beIN Sports 1 (Aus)"", ""W/L - 2026"", ""Career - Machac"", ""Career - Medvedev"", ""Surface"", ""Machac Tomas"", ""Medvedev Daniil"", ""Indoors"", ""0/1"", ""0/1"", ""Clay"", ""6/4"", ""2/2"", ""Grass"", ""-"", ""-"", ""Hard"", ""8/4"", ""20/4"", ""Not set"", ""-"", ""-"", ""Year"", ""Summary"", ""Clay"", ""Hard"", ""Indoors"", ""Grass"", ""Not set"", ""Summary:"", ""308/172"", ""90/58"", ""96/48"", ""105/55"", ""9/8"", ""8/3"", ""2026"", ""13/9"", ""5/4"", ""8/4"", ""0/1"", ""-"", ""-"", ""2025"", ""24/21"", ""2/5"", ""16/11"", ""2/3"", ""3/2"", ""1/0"", ""2024"", ""37/24"", ""9/5"", ""22/11"", ""5/4"", ""1/2"", ""0/2"", ""2023"", ""52/27"", ""15/11"", ""15/10"", ""15/5"", ""3/1"", ""4/0""]",Machac - Medvedev
,,1.7,2.14,ok,3197498,https://www.tennisexplorer.com/match-detail/?id=3197498,Moutet,Llamas Ruiz,Moutet Corentin,Llamas Ruiz Pablo,2.6,1.27,3.43,1.43,2.61,1.27,1.43,3.45,selected_below_moneyline,"[""Tennis Explorer - Match detail"", ""New registration"", ""|"", ""Lost password"", ""TennisExplorer"", ""LIVE Scores"", ""09.05. 07:41,"", ""GMT+1"", ""Home page"", ""Today's matches"", ""Rankings"", ""Players"", ""LIVE Scores"", ""Results"", ""Tours calendar"", ""Tennis news"", ""Official webs"", ""Basel"", ""Vienna"", ""WTA Elite Trophy"", ""TennisExplorer"", ""on Facebook"", ""Moutet - Llamas Ruiz"", ""Today"", "", 11:00,"", ""Rome"", "", 2. round, clay"", ""Moutet Corentin"", ""Llamas Ruiz Pablo"", ""30."", ""Singles ranking"", ""139."", ""19. 4. 1999"", ""Birthdate"", ""13. 10. 2002"", ""175 cm"", ""Height"", ""-"", ""68 kg"", ""Weight"", ""-"", ""left"", ""Plays"", ""right"", ""-"", ""Turned pro"", ""-"", ""Live streams"", ""bet365"", "","", ""Unibet"", "","", ""1xBet"", "","", ""bwin"", ""W/L - 2026"", ""Career - Moutet"", ""Career - Llamas Ruiz"", ""Surface"", ""Moutet Corentin"", ""Llamas Ruiz Pablo"", ""Indoors"", ""-"", ""2/1"", ""Clay"", ""3/4"", ""16/4"", ""Grass"", ""-"", ""-"", ""Hard"", ""5/6"", ""5/4"", ""Not set"", ""-"", ""-"", ""Year"", ""Summary"", ""Clay"", ""Hard"", ""Indoors"", ""Grass"", ""Not set"", ""Summary:"", ""362/259"", ""190/111"", ""79/72"", ""71/60"", ""20/15"", ""2/1"", ""2026"", ""8/10"", ""3/4"", ""5/6"", ""-"", ""-"", ""-"", ""2025"", ""41/30"", ""8/9"", ""15/12"", ""7/4"", ""9/4"", ""2/1"", ""2024"", ""31/26"", ""22/15"", ""4/6"", ""4/4"", ""1/1"", ""-"", ""2023"", ""19/25"", ""3/6"", ""5/10"", ""7/4"", ""4/5"", ""-"", ""2022"", ""40/21""]",Moutet - Llamas Ruiz
2,0,1.39,3.0,ok,3197286,https://www.tennisexplorer.com/match-detail/?id=3197286,Rublev,Kecmanovic,Rublev Andrey,Kecmanovic Miomir,1.99,1.15,5.03,1.73,1.99,1.15,1.73,4.9,selected_below_moneyline,"[""Tennis Explorer - Match detail"", ""New registration"", ""|"", ""Lost password"", ""TennisExplorer"", ""LIVE Scores"", ""09.05. 07:41,"", ""GMT+1"", ""Home page"", ""Today's matches"", ""Rankings"", ""Players"", ""LIVE Scores"", ""Results"", ""Tours calendar"", ""Tennis news"", ""Official webs"", ""Basel"", ""Vienna"", ""WTA Elite Trophy"", ""TennisExplorer"", ""on Facebook"", ""Rublev - Kecmanovic"", ""Today"", "", 11:00,"", ""Rome"", "", 2. round, clay"", ""Rublev Andrey"", ""Kecmanovic Miomir"", ""14."", ""Singles ranking"", ""70."", ""20. 10. 1997"", ""Birthdate"", ""31. 8. 1999"", ""188 cm"", ""Height"", ""183 cm"", ""70 kg"", ""Weight"", ""75 kg"", ""right"", ""Plays"", ""right"", ""-"", ""Turned pro"", ""-"", ""Live streams"", ""bet365"", "","", ""Unibet"", "","", ""1xBet"", "","", ""bwin"", ""W/L - 2026"", ""Career - Rublev"", ""Career - Kecmanovic"", ""Surface"", ""Rublev Andrey"", ""Kecmanovic Miomir"", ""Indoors"", ""-"", ""2/2"", ""Clay"", ""5/3"", ""1/3"", ""Grass"", ""-"", ""-"", ""Hard"", ""11/7"", ""6/8"", ""Not set"", ""-"", ""-"", ""Year"", ""Summary"", ""Clay"", ""Hard"", ""Indoors"", ""Grass"", ""Not set"", ""Summary:"", ""561/306"", ""145/80"", ""228/123"", ""141/81"", ""35/17"", ""12/5"", ""2026"", ""16/10"", ""5/3"", ""11/7"", ""-"", ""-"", ""-"", ""2025"", ""41/26"", ""8/6"", ""19/14"", ""8/4"", ""6/2"", ""-"", ""2024"", ""52/28"", ""11/6"", ""27/13"", ""12/7"", ""2/2"", ""-"", ""2023"", ""59/27"", ""19/5"", ""23/12"", ""7/8"", ""10/2"", ""-"", ""2022"", ""53/22""]",Rublev - Kecmanovic
1,0,1.56,2.42,ok,3197680,https://www.tennisexplorer.com/match-detail/?id=3197680,Cilic,Landaluce,Cilic Marin,Landaluce Martin,2.34,1.21,3.94,1.53,2.34,1.21,1.53,3.98,selected_below_moneyline,"[""Tennis Explorer - Match detail"", ""New registration"", ""|"", ""Lost password"", ""TennisExplorer"", ""LIVE Scores"", ""09.05. 07:41,"", ""GMT+1"", ""Home page"", ""Today's matches"", ""Rankings"", ""Players"", ""LIVE Scores"", ""Results"", ""Tours calendar"", ""Tennis news"", ""Official webs"", ""Basel"", ""Vienna"", ""WTA Elite Trophy"", ""TennisExplorer"", ""on Facebook"", ""Cilic - Landaluce"", ""Today"", "", 12:30,"", ""Rome"", "", 2. round, clay"", ""Cilic Marin"", ""Landaluce Martin"", ""47."", ""Singles ranking"", ""94."", ""28. 9. 1988"", ""Birthdate"", ""8. 1. 2006"", ""198 cm"", ""Height"", ""-"", ""89 kg"", ""Weight"", ""-"", ""right"", ""Plays"", ""right"", ""2005"", ""Turned pro"", ""-"", ""Live streams"", ""bet365"", "","", ""Unibet"", "","", ""1xBet"", "","", ""bwin"", ""W/L - 2026"", ""Career - Cilic"", ""Career - Landaluce"", ""Surface"", ""Cilic Marin"", ""Landaluce Martin"", ""Indoors"", ""3/1"", ""2/4"", ""Clay"", ""3/3"", ""5/5"", ""Grass"", ""-"", ""-"", ""Hard"", ""5/6"", ""10/5"", ""Not set"", ""-"", ""-"", ""Year"", ""Summary"", ""Clay"", ""Hard"", ""Indoors"", ""Grass"", ""Not set"", ""Summary:"", ""747/419"", ""184/117"", ""281/166"", ""149/82"", ""100/35"", ""33/19"", ""2026"", ""11/9"", ""3/2"", ""5/6"", ""3/1"", ""-"", ""-"", ""2025"", ""29/21"", ""11/7"", ""3/6"", ""6/3"", ""9/3"", ""0/2"", ""2024"", ""10/11"", ""0/1"", ""9/6"", ""1/3"", ""-"", ""0/1"", ""2023"", ""1/1"", ""0/1"", ""1/0"", ""-"", ""-"", ""-"", ""2022"", ""32/21""]",Cilic - Landaluce
0,1,1.53,2.51,ok,3197616,https://www.tennisexplorer.com/match-detail/?id=3197616,Auger Aliassime,Navone,Auger Aliassime Felix,Navone Mariano,2.27,1.19,4.13,1.57,2.27,1.19,1.57,4.17,selected_below_moneyline,"[""Tennis Explorer - Match detail"", ""New registration"", ""|"", ""Lost password"", ""TennisExplorer"", ""LIVE Scores"", ""09.05. 07:41,"", ""GMT+1"", ""Home page"", ""Today's matches"", ""Rankings"", ""Players"", ""LIVE Scores"", ""Results"", ""Tours calendar"", ""Tennis news"", ""Official webs"", ""Basel"", ""Vienna"", ""WTA Elite Trophy"", ""TennisExplorer"", ""on Facebook"", ""Auger Aliassime - Navone"", ""Today"", "", 12:30,"", ""Rome"", "", 2. round, clay"", ""Auger Aliassime Felix"", ""Navone Mariano"", ""5."", ""Singles ranking"", ""44."", ""8. 8. 2000"", ""Birthdate"", ""27. 2. 2001"", ""193 cm"", ""Height"", ""-"", ""88 kg"", ""Weight"", ""-"", ""right"", ""Plays"", ""right"", ""-"", ""Turned pro"", ""-"", ""Live streams"", ""TV"", ""bet365"", "","", ""Unibet"", "","", ""1xBet"", "","", ""bwin"", ""Sky Sports Tennis (Gbr/Irl), beIN Sports 1 (Aus)"", ""W/L - 2026"", ""Career - Auger Aliassime"", ""Career - Navone"", ""Surface"", ""Auger Aliassime Felix"", ""Navone Mariano"", ""Indoors"", ""8/1"", ""-"", ""Clay"", ""3/2"", ""9/6"", ""Grass"", ""-"", ""-"", ""Hard"", ""9/5"", ""6/5"", ""Not set"", ""-"", ""-"", ""Year"", ""Summary"", ""Clay"", ""Hard"", ""Indoors"", ""Grass"", ""Not set"", ""Summary:"", ""419/243"", ""129/73"", ""141/100"", ""108/46"", ""32/21"", ""9/3"", ""2026"", ""20/8"", ""3/2"", ""9/5"", ""8/1"", ""-"", ""-"", ""2025"", ""52/26"", ""3/6"", ""24/10"", ""19/6"", ""6/4"", ""-"", ""2024"", ""34/25"", ""17/8"", ""6/10"", ""6/5"", ""2/2"", ""3/0"", ""2023"", ""24/20"", ""1/3"", ""13/13"", ""9/2"", ""1/2"", ""-""]",Auger Aliassime - Navone
,,1.31,3.42,ok,3197438,https://www.tennisexplorer.com/match-detail/?id=3197438,Etcheverry,Bellucci,Etcheverry Tomas Martin,Bellucci Mattia,1.83,1.11,5.63,1.87,1.84,1.11,1.87,5.68,selected_below_moneyline,"[""Tennis Explorer - Match detail"", ""New registration"", ""|"", ""Lost password"", ""TennisExplorer"", ""LIVE Scores"", ""09.05. 07:41,"", ""GMT+1"", ""Home page"", ""Today's matches"", ""Rankings"", ""Players"", ""LIVE Scores"", ""Results"", ""Tours calendar"", ""Tennis news"", ""Official webs"", ""Basel"", ""Vienna"", ""WTA Elite Trophy"", ""TennisExplorer"", ""on Facebook"", ""Etcheverry - Bellucci"", ""Today"", "", 12:30,"", ""Rome"", "", 2. round, clay"", ""Etcheverry Tomas Martin"", ""Bellucci Mattia"", ""26."", ""Singles ranking"", ""80."", ""18. 7. 1999"", ""Birthdate"", ""1. 6. 2001"", ""196 cm"", ""Height"", ""-"", ""82 kg"", ""Weight"", ""-"", ""right"", ""Plays"", ""left"", ""-"", ""Turned pro"", ""-"", ""Live streams"", ""bet365"", "","", ""Unibet"", "","", ""1xBet"", "","", ""bwin"", ""W/L - 2026"", ""Career - Etcheverry"", ""Career - Bellucci"", ""Surface"", ""Etcheverry Tomas Martin"", ""Bellucci Mattia"", ""Indoors"", ""-"", ""0/1"", ""Clay"", ""15/5"", ""6/5"", ""Grass"", ""-"", ""-"", ""Hard"", ""5/5"", ""12/9"", ""Not set"", ""-"", ""-"", ""Year"", ""Summary"", ""Clay"", ""Hard"", ""Indoors"", ""Grass"", ""Not set"", ""Summary:"", ""402/247"", ""321/166"", ""54/55"", ""15/12"", ""6/12"", ""6/2"", ""2026"", ""20/10"", ""15/5"", ""5/5"", ""-"", ""-"", ""-"", ""2025"", ""32/33"", ""10/14"", ""10/10"", ""6/4"", ""3/4"", ""3/1"", ""2024"", ""33/30"", ""20/12"", ""7/10"", ""3/4"", ""1/3"", ""2/1"", ""2023"", ""39/29"", ""26/14"", ""8/11"", ""3/2"", ""1/2"", ""1/0"", ""2022"", ""54/33""]",Etcheverry - Bellucci
1,2,2.32,1.6,ok,3197540,https://www.tennisexplorer.com/match-detail/?id=3197540,Garin,Davidovich Fokina,Garin Cristian,Davidovich Fokina Alejandro,3.72,1.5,2.45,1.23,3.75,1.5,1.23,2.43,selected_below_moneyline,"[""Tennis Explorer - Match detail"", ""New registration"", ""|"", ""Lost password"", ""TennisExplorer"", ""LIVE Scores"", ""09.05. 07:41,"", ""GMT+1"", ""Home page"", ""Today's matches"", ""Rankings"", ""Players"", ""LIVE Scores"", ""Results"", ""Tours calendar"", ""Tennis news"", ""Official webs"", ""Basel"", ""Vienna"", ""WTA Elite Trophy"", ""TennisExplorer"", ""on Facebook"", ""Garin - Davidovich Fokina"", ""Today"", "", 14:00,"", ""Rome"", "", 2. round, clay"", ""Garin Cristian"", ""Davidovich Fokina Alejandro"", ""104."", ""Singles ranking"", ""23."", ""30. 5. 1996"", ""Birthdate"", ""5. 6. 1999"", ""185 cm"", ""Height"", ""183 cm"", ""85 kg"", ""Weight"", ""80 kg"", ""right"", ""Plays"", ""right"", ""-"", ""Turned pro"", ""-"", ""Live streams"", ""bet365"", "","", ""Unibet"", "","", ""1xBet"", "","", ""bwin"", ""W/L - 2026"", ""Career - Garin"", ""Career - Davidovich Fokina"", ""Surface"", ""Garin Cristian"", ""Davidovich Fokina Alejandro"", ""Indoors"", ""-"", ""2/1"", ""Clay"", ""9/6"", ""1/1"", ""Grass"", ""-"", ""-"", ""Hard"", ""0/5"", ""7/6"", ""Not set"", ""-"", ""-"", ""Year"", ""Summary"", ""Clay"", ""Hard"", ""Indoors"", ""Grass"", ""Not set"", ""Summary:"", ""476/323"", ""355/204"", ""77/75"", ""5/12"", ""22/15"", ""17/17"", ""2026"", ""9/11"", ""9/6"", ""0/5"", ""-"", ""-"", ""-"", ""2025"", ""50/23"", ""39/14"", ""6/6"", ""-"", ""3/2"", ""2/1"", ""2024"", ""22/26"", ""14/16"", ""3/6"", ""-"", ""4/3"", ""1/1"", ""2023"", ""42/25"", ""18/11"", ""22/12"", ""-"", ""-"", ""2/2"", ""2022"", ""18/23""]",Garin - Davidovich Fokina
,,3.9,1.26,ok,3197312,https://www.tennisexplorer.com/match-detail/?id=3197312,Basilashvili,Shelton,Basilashvili Nikoloz,Shelton Ben,6.64,1.97,1.75,1.09,6.41,1.97,1.09,1.75,selected_below_moneyline,"[""Tennis Explorer - Match detail"", ""New registration"", ""|"", ""Lost password"", ""TennisExplorer"", ""LIVE Scores"", ""09.05. 07:42,"", ""GMT+1"", ""Home page"", ""Today's matches"", ""Rankings"", ""Players"", ""LIVE Scores"", ""Results"", ""Tours calendar"", ""Tennis news"", ""Official webs"", ""Basel"", ""Vienna"", ""WTA Elite Trophy"", ""TennisExplorer"", ""on Facebook"", ""Basilashvili - Shelton"", ""Today"", "", 14:00,"", ""Rome"", "", 2. round, clay"", ""Basilashvili Nikoloz"", ""Shelton Ben"", ""117."", ""Singles ranking"", ""6."", ""23. 2. 1992"", ""Birthdate"", ""9. 10. 2002"", ""185 cm"", ""Height"", ""-"", ""79 kg"", ""Weight"", ""-"", ""right"", ""Plays"", ""left"", ""-"", ""Turned pro"", ""-"", ""Live streams"", ""bet365"", "","", ""Unibet"", "","", ""1xBet"", "","", ""bwin"", ""W/L - 2026"", ""Career - Basilashvili"", ""Career - Shelton"", ""Surface"", ""Basilashvili Nikoloz"", ""Shelton Ben"", ""Indoors"", ""1/3"", ""5/0"", ""Clay"", ""8/5"", ""6/2"", ""Grass"", ""-"", ""-"", ""Hard"", ""5/7"", ""6/4"", ""Not set"", ""-"", ""-"", ""Year"", ""Summary"", ""Clay"", ""Hard"", ""Indoors"", ""Grass"", ""Not set"", ""Summary:"", ""572/485"", ""213/164"", ""232/200"", ""93/90"", ""27/28"", ""7/3"", ""2026"", ""13/15"", ""8/5"", ""4/7"", ""1/3"", ""-"", ""-"", ""2025"", ""41/31"", ""9/11"", ""18/13"", ""9/4"", ""5/3"", ""-"", ""2024"", ""55/34"", ""31/17"", ""11/8"", ""13/9"", ""-"", ""-"", ""2023"", ""4/19"", ""0/5"", ""1/8"", ""3/6"", ""-"", ""-"", ""2022"", ""17/32""]",Basilashvili - Shelton
1,1,1.32,3.35,ok,3197288,https://www.tennisexplorer.com/match-detail/?id=3197288,Cobolli,Atmane,Cobolli Flavio,Atmane Terence,1.87,1.12,5.6,1.83,1.88,1.12,1.83,5.58,selected_below_moneyline,"[""Tennis Explorer - Match detail"", ""New registration"", ""|"", ""Lost password"", ""TennisExplorer"", ""LIVE Scores"", ""09.05. 07:42,"", ""GMT+1"", ""Home page"", ""Today's matches"", ""Rankings"", ""Players"", ""LIVE Scores"", ""Results"", ""Tours calendar"", ""Tennis news"", ""Official webs"", ""Basel"", ""Vienna"", ""WTA Elite Trophy"", ""TennisExplorer"", ""on Facebook"", ""Cobolli - Atmane"", ""Today"", "", 14:00,"", ""Rome"", "", 2. round, clay"", ""Cobolli Flavio"", ""Atmane Terence"", ""12."", ""Singles ranking"", ""51."", ""6. 5. 2002"", ""Birthdate"", ""9. 1. 2002"", ""-"", ""Height"", ""-"", ""71 kg"", ""Weight"", ""-"", ""right"", ""Plays"", ""left"", ""-"", ""Turned pro"", ""-"", ""Live streams"", ""TV"", ""bet365"", "","", ""Unibet"", "","", ""1xBet"", "","", ""bwin"", ""Sky Sports Tennis (Gbr/Irl), beIN Sports 1 (Aus)"", ""W/L - 2026"", ""Career - Cobolli"", ""Career - Atmane"", ""Surface"", ""Cobolli Flavio"", ""Atmane Terence"", ""Indoors"", ""0/2"", ""0/1"", ""Clay"", ""8/3"", ""4/3"", ""Grass"", ""-"", ""-"", ""Hard"", ""10/5"", ""7/8"", ""Not set"", ""-"", ""-"", ""Year"", ""Summary"", ""Clay"", ""Hard"", ""Indoors"", ""Grass"", ""Not set"", ""Summary:"", ""265/194"", ""156/98"", ""70/48"", ""26/38"", ""9/9"", ""4/1"", ""2026"", ""18/10"", ""8/3"", ""10/5"", ""0/2"", ""-"", ""-"", ""2025"", ""39/31"", ""15/6"", ""9/13"", ""6/9"", ""6/3"", ""3/0"", ""2024"", ""44/29"", ""11/9"", ""26/13"", ""3/2"", ""3/4"", ""1/1"", ""2023"", ""57/36"", ""44/23"", ""10/6"", ""3/6"", ""0/1"", ""-""]",Cobolli - Atmane
