category,country,gender,h2h_player1_wins,h2h_player2_wins,match_id,match_url,odds1_avg,odds2_avg,player1,player2,prize_money,round,round_name,seed1,seed2,source_url,start_raw,status,surface,tour,tournament,year
masters_1000,Italy,men,0,3,3197298,https://www.tennisexplorer.com/match-detail/?id=3197298,2.99,1.39,Popyrin,Mensik,"8,235,540 €",2R,2R,,26,https://www.tennisexplorer.com/rome/2026/atp-men/,"today , 17:00",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,0,0,3197626,https://www.tennisexplorer.com/match-detail/?id=3197626,7.86,1.08,Pellegrino,Fils,"8,235,540 €",2R,2R,,15,https://www.tennisexplorer.com/rome/2026/atp-men/,"today , 18:30",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,1,0,3197612,https://www.tennisexplorer.com/match-detail/?id=3197612,1.01,20.33,Sinner,Ofner,"8,235,540 €",2R,2R,1,,https://www.tennisexplorer.com/rome/2026/atp-men/,"today , 19:00",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,2,0,3198026,https://www.tennisexplorer.com/match-detail/?id=3198026,1.72,1.87,Paul,Darderi,"8,235,540 €",3R,3R,16,18,https://www.tennisexplorer.com/rome/2026/atp-men/,"tomorrow , 11:00",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,2,2,3198024,https://www.tennisexplorer.com/match-detail/?id=3198024,1.7,1.99,Musetti,Cerundolo,"8,235,540 €",3R,3R,8,25,https://www.tennisexplorer.com/rome/2026/atp-men/,"tomorrow , 11:00",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,0,0,3197996,https://www.tennisexplorer.com/match-detail/?id=3197996,2.87,1.4,Humbert,Prizmic,"8,235,540 €",3R,3R,31,,https://www.tennisexplorer.com/rome/2026/atp-men/,"tomorrow , 11:00",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,0,1,3197940,https://www.tennisexplorer.com/match-detail/?id=3197940,3.57,1.28,Blockx,Zverev,"8,235,540 €",3R,3R,,2,https://www.tennisexplorer.com/rome/2026/atp-men/,"tomorrow , 11:00",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,0,0,3197896,https://www.tennisexplorer.com/match-detail/?id=3197896,2.52,1.47,Tien,Bublik,"8,235,540 €",3R,3R,19,9,https://www.tennisexplorer.com/rome/2026/atp-men/,"tomorrow , 11:00",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,1,1,3197834,https://www.tennisexplorer.com/match-detail/?id=3197834,1.7,2.13,Khachanov,Van De Zandschulp,"8,235,540 €",3R,3R,13,,https://www.tennisexplorer.com/rome/2026/atp-men/,"tomorrow , 11:00",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,2,0,3197820,https://www.tennisexplorer.com/match-detail/?id=3197820,1.55,2.4,Ruud,Lehecka,"8,235,540 €",3R,3R,23,11,https://www.tennisexplorer.com/rome/2026/atp-men/,"tomorrow , 11:00",upcoming,clay,atp-men,Rome,2026
masters_1000,Italy,men,0,0,3197778,https://www.tennisexplorer.com/match-detail/?id=3197778,3.62,1.28,Arnaldi,Jodar,"8,235,540 €",3R,3R,,32,https://www.tennisexplorer.com/rome/2026/atp-men/,"tomorrow , 11:00",upcoming,clay,atp-men,Rome,2026
